Symbol,OpenDate,CloseDate,Trade Status,Trade Side,PnL ($),PnL (%),Entry Price,Exit Price,Trade Size,Holding Period
SPY Aug 16 '24 $520 Call,2024-08-05,2024-08-06,Loss,Short,-2027.0000000000002,-0.16575353667511655,10.190833333333334,11.88,12.0,1
SPY Aug 19 '24 $527 Call,2024-08-05,2024-08-05,Win,Short,366.00000000000017,0.07721518987341774,7.9,7.29,6.0,0
SPY Aug 16 '24 $534 Call,2024-08-02,2024-08-05,Win,Short,3039.000000000001,0.6230012300123003,8.13,3.065,6.0,3
SPY Aug 23 '24 $562 Call,2024-07-31,2024-08-01,Win,Short,1337.9999999999998,0.5373493975903614,4.1499999999999995,1.92,6.0,1
SPY Aug 16 '24 $559 Call,2024-07-31,2024-07-31,Loss,Short,-803.9999999999999,-0.46527777777777773,2.88,4.22,6.0,0
SPY Aug 16 '24 $556 Call,2024-07-31,2024-07-31,Win,Short,294.0000000000001,0.11011235955056183,4.45,3.96,6.0,0
SPY Aug 12 '24 $549 Call,2024-07-30,2024-07-31,Loss,Short,-1823.9999999999998,-0.8539325842696628,3.56,6.6,6.0,1
SPY Aug 12 '24 $553 Call,2024-07-29,2024-07-30,Win,Short,834.0,0.3839779005524862,3.62,2.23,6.0,1
SPY Aug 09 '24 $549 Call,2024-07-26,2024-07-29,Loss,Short,-186.00000000000028,-0.06391752577319597,4.85,5.16,6.0,3
SPY Aug 09 '24 $547 Call,2024-07-26,2024-07-26,Loss,Short,-372.00000000000006,-0.11877394636015327,5.22,5.84,6.0,0
SPY Aug 02 '24 $548 Call,2024-07-24,2024-07-26,Win,Short,876.0,0.3067226890756303,4.76,3.3,6.0,2
SPY Aug 02 '24 $563 Call,2024-07-22,2024-07-24,Win,Short,995.9999999999999,0.7649769585253455,2.17,0.51,6.0,2
SPY Aug 02 '24 $560 Call,2024-07-22,2024-07-22,Loss,Short,-341.9999999999999,-0.211111111111111,2.7,3.27,6.0,0
SPY Aug 02 '24 $555 Call,2024-07-19,2024-07-22,Loss,Short,-876.0,-0.4231884057971014,3.45,4.91,6.0,3
SPY Aug 02 '24 $553 Call,2024-07-19,2024-07-19,Win,Short,516.0000000000002,0.16538461538461544,5.2,4.34,6.0,0
SPY Jul 26 '24 $557 Call,2024-07-18,2024-07-19,Win,Short,618.0,0.412,2.5,1.47,6.0,1
SPY Jul 26 '24 $555 Call,2024-07-18,2024-07-18,Loss,Short,-191.99999999999991,-0.10389610389610385,3.08,3.4,6.0,0
SPY Jul 26 '24 $558 Call,2024-07-18,2024-07-18,Win,Short,473.9999999999998,0.2915129151291512,2.7099999999999995,1.92,6.0,0
SPY Jul 26 '24 $564 Call,2024-07-17,2024-07-17,Win,Short,323.0,0.22810734463276836,2.36,1.8216666666666665,6.0,0
SPY Jul 26 '24 $564 Call,2024-07-18,2024-07-18,Win,Short,630.0000000000001,0.5250000000000001,2.0,0.9499999999999998,6.0,0
SPY Jul 26 '24 $562 Call,2024-07-17,2024-07-18,Loss,Short,-178.99999999999974,-0.1192538307794802,2.5016666666666665,2.7999999999999994,6.0,1
SPY Jul 26 '24 $570 Call,2024-07-15,2024-07-15,Win,Short,359.99999999999994,0.27649769585253453,2.17,1.57,6.0,0
SPY Jul 26 '24 $570 Call,2024-07-16,2024-07-17,Win,Short,636.0,0.5760869565217391,1.84,0.78,6.0,1
SPY Sep 19 '25 $515 Call,2024-07-05,2024-07-16,Win,Long,4221.999999999997,0.08709464477267095,80.79333333333334,87.83,6.0,11
SPY Jul 26 '24 $568 Call,2024-07-16,2024-07-16,Loss,Short,-229.00000000000009,-0.17440974866717449,2.188333333333333,2.57,6.0,0
SPY Sep 19 '25 $530 Call,2024-07-16,,Open,Long,,,77.33,,6.0,0
SPY Jul 26 '24 $566 Call,2024-07-15,2024-07-16,Loss,Short,-46.999999999999616,-0.026734926052331975,2.93,3.008333333333333,6.0,1
SPY Jul 19 '24 $564 Call,2024-07-11,2024-07-11,Win,Short,401.99999999999994,0.37853107344632764,1.77,1.1,6.0,0
SPY Jul 19 '24 $564 Call,2024-07-12,2024-07-15,Loss,Short,-1181.9999999999998,-1.4592592592592588,1.35,3.3199999999999994,6.0,3
SPY Jul 19 '24 $560 Call,2024-07-05,2024-07-10,Loss,Short,-585.0000000000001,-0.31451612903225806,1.86,2.4450000000000003,10.0,5
SPY Jul 19 '24 $560 Call,2024-07-11,2024-07-12,Loss,Short,-515.9999999999999,-0.3909090909090908,2.2,3.06,6.0,1
SPY Jul 22 '24 $559 Call,2024-07-11,2024-07-11,Win,Short,132.0000000000001,0.06962025316455703,3.16,2.94,6.0,0
SPY Jul 19 '24 $567 Call,2024-07-10,2024-07-11,Win,Short,342.00000000000006,0.3774834437086093,1.51,0.94,6.0,1
SPY Jul 19 '24 $565 Call,2024-07-10,2024-07-10,Loss,Short,-474.0000000000002,-0.5448275862068969,1.45,2.24,6.0,0
SPY Jul 19 '24 $562 Call,2024-07-09,2024-07-09,Win,Short,135.0,0.16167664670658682,1.67,1.4,5.0,0
SPY Jul 19 '24 $562 Call,2024-07-10,2024-07-10,Loss,Short,-513.0000000000001,-0.5074183976261128,1.6849999999999998,2.54,6.0,0
SPY Jun 20 '25 $500 Call,2024-06-12,2024-07-05,Win,Long,3890.0000000000005,0.10068590656140806,77.27,85.05,5.0,23
SPY Jul 19 '24 $557 Call,2024-07-05,2024-07-05,Win,Short,14.999999999999902,0.010714285714285645,2.8,2.77,5.0,0
SPY Jul 15 '24 $555 Call,2024-07-05,2024-07-05,Loss,Short,-320.00000000000006,-0.30769230769230776,2.08,2.72,5.0,0
SPY Jul 12 '24 $552.50 Call,2024-07-02,2024-07-05,Loss,Short,-625.0000000000001,-0.7267441860465118,1.72,2.97,5.0,3
SPY Jul 12 '24 $548 Call,2024-07-01,2024-07-02,Loss,Short,-464.9999999999999,-0.3195876288659793,2.91,3.84,5.0,1
SPY Jul 12 '24 $547 Call,2024-07-01,2024-07-01,Loss,Short,0.0,0.0,3.38,3.38,5.0,0
SPY Jul 12 '24 $550 Call,2024-06-28,2024-07-01,Win,Short,480.0,0.3106796116504854,3.09,2.13,5.0,3
SPY Jul 08 '24 $555 Call,2024-06-28,2024-06-28,Win,Short,339.99999999999994,0.5811965811965811,1.17,0.49,5.0,0
SPY Jul 05 '24 $550 Call,2024-06-20,2024-06-21,Win,Short,250.0,0.16393442622950818,3.05,2.55,5.0,1
SPY Jul 05 '24 $550 Call,2024-06-24,2024-06-25,Win,Short,440.00000000000006,0.34375000000000006,2.56,1.68,5.0,1
SPY Jul 05 '24 $550 Call,2024-06-27,2024-06-28,Loss,Short,-600.0,-0.6976744186046512,1.72,2.92,5.0,1
SPY Jul 08 '24 $547 Call,2024-06-25,2024-06-27,Loss,Short,-145.00000000000003,-0.09324758842443731,3.11,3.4,5.0,2
SPY Jul 05 '24 $548 Call,2024-06-21,2024-06-24,Loss,Short,-45.00000000000015,-0.026470588235294204,3.4,3.49,5.0,3
SPY Jul 05 '24 $553 Call,2024-06-18,2024-06-20,Win,Short,258.9999999999999,0.2194915254237287,2.36,1.842,5.0,2
SPY Jul 05 '24 $555 Call,2024-06-18,2024-06-18,Loss,Short,-25.00000000000002,-0.029940119760479066,1.67,1.72,5.0,0
SPY Jun 28 '24 $552 Call,2024-06-17,2024-06-18,Win,Short,109.99999999999999,0.12941176470588234,1.7,1.48,5.0,1
SPY Jun 21 '24 $545 Call,2024-06-14,2024-06-17,Loss,Short,-1410.0000000000002,-2.4102564102564106,1.17,3.99,5.0,3
SPY Jun 21 '24 $544 Call,2024-06-14,2024-06-14,Loss,Short,-190.00000000000006,-0.3193277310924371,1.19,1.57,5.0,0
SPY Jun 20 '24 $546 Call,2024-06-13,2024-06-14,Win,Short,375.00000000000006,0.5681818181818182,1.32,0.57,5.0,1
SPY Jun 21 '24 $550 Call,2024-06-12,2024-06-13,Win,Short,375.0,0.6097560975609756,1.23,0.48,5.0,1
SPY Jun 20 '25 $485 Call,2024-05-16,2024-06-12,Win,Long,4315.999999999991,0.07787942763312204,79.17,85.33571428571427,7.0,27
SPY Jun 21 '24 $548 Call,2024-06-12,2024-06-12,Loss,Short,-14.999999999999902,-0.01621621621621611,1.85,1.88,5.0,0
SPY Jun 21 '24 $540 Call,2024-06-10,2024-06-12,Loss,Short,-1970.0000000000002,-1.6554621848739501,2.38,6.32,5.0,2
SPY Jun 21 '24 $536 Call,2024-06-10,2024-06-10,Loss,Short,-599.0,-0.38620245003223724,3.102,4.3,5.0,0
SPY Jun 14 '24 $540 Call,2024-06-06,2024-06-06,Win,Short,174.99999999999994,0.15350877192982454,2.28,1.93,5.0,0
SPY Jun 14 '24 $540 Call,2024-06-07,2024-06-10,Win,Short,615.0,0.537117903930131,2.29,1.06,5.0,3
SPY Jun 14 '24 $537 Call,2024-06-05,2024-06-07,Loss,Short,-695.0000000000002,-0.23559322033898314,2.95,3.6450000000000005,10.0,2
SPY Jun 14 '24 $530 Call,2024-06-03,2024-06-03,Win,Short,727.9999999999998,0.24186046511627898,4.3,3.2600000000000002,7.0,0
SPY Jun 14 '24 $530 Call,2024-06-04,2024-06-05,Loss,Short,-1304.9999999999998,-0.6476426799007442,4.03,6.64,5.0,1
SPY Jun 17 '24 $527 Call,2024-06-03,2024-06-04,Loss,Short,-799.9999999999998,-0.37037037037037024,4.32,5.92,5.0,1
SPY Jun 10 '24 $521 Call,2024-05-31,2024-06-03,Loss,Short,-3464.999999999999,-1.3199999999999996,3.75,8.7,7.0,3
SPY Jun 07 '24 $525 Call,2024-05-30,2024-05-31,Win,Short,1239.0,0.5175438596491229,3.42,1.65,7.0,1
SPY Jun 07 '24 $529 Call,2024-05-29,2024-05-30,Win,Short,1036.0000000000002,0.4713375796178345,3.14,1.66,7.0,1
SPY Jun 07 '24 $528 Call,2024-05-29,2024-05-29,Loss,Short,-217.00000000000003,-0.09198813056379823,3.37,3.68,7.0,0
SPY May 31 '24 $532 Call,2024-05-22,2024-05-23,Loss,Short,-391.9999999999997,-0.22489959839357412,2.49,3.05,7.0,1
SPY May 31 '24 $532 Call,2024-05-24,2024-05-29,Win,Short,741.9999999999999,0.7625899280575539,1.39,0.33,7.0,5
SPY May 31 '24 $531 Call,2024-05-24,2024-05-24,Loss,Short,-273.0000000000001,-0.267123287671233,1.46,1.85,7.0,0
SPY May 31 '24 $534 Call,2024-05-21,2024-05-21,Loss,Short,-343.0,-0.2634408602150537,1.86,2.35,7.0,0
SPY May 31 '24 $534 Call,2024-05-22,2024-05-22,Win,Short,336.0,0.2171945701357466,2.21,1.73,7.0,0
SPY May 31 '24 $534 Call,2024-05-23,2024-05-24,Win,Short,686.0,0.6282051282051282,1.56,0.58,7.0,1
SPY May 31 '24 $536 Call,2024-05-20,2024-05-22,Win,Short,462.0000000000001,0.19526627218934917,1.69,1.3599999999999999,14.0,2
SPY May 31 '24 $536 Call,2024-05-23,2024-05-23,Win,Short,252.00000000000006,0.2748091603053436,1.31,0.95,7.0,0
SPY May 31 '24 $538 Call,2024-05-23,2024-05-23,Loss,Short,-14.000000000000012,-0.02666666666666669,0.75,0.77,7.0,0
SPY May 24 '24 $533 Call,2024-05-15,2024-05-16,Loss,Short,-433.9999999999999,-0.34831460674157294,1.78,2.4,7.0,1
SPY May 24 '24 $533 Call,2024-05-17,2024-05-20,Loss,Short,-497.0,-0.5419847328244275,1.31,2.02,7.0,3
SPY May 24 '24 $535 Call,2024-05-16,2024-05-17,Win,Short,588.0000000000001,0.5185185185185186,1.62,0.78,7.0,1
SPY Mar 21 '25 $475 Call,2024-03-21,2024-05-16,Loss,Long,-238.0000000000024,-0.004223077878524449,80.51,80.17,7.0,56
SPY May 28 '24 $530 Call,2024-05-15,2024-05-15,Loss,Short,-616.0000000000002,-0.3728813559322035,2.36,3.24,7.0,0
SPY May 24 '24 $528 Call,2024-05-14,2024-05-15,Loss,Short,-32.00000000000003,-0.12075471698113219,2.65,2.97,1.0,1
SPY May 28 '24 $525 Call,2024-05-14,2024-05-14,Loss,Short,-411.00000000000006,-0.15615501519756841,3.76,4.347142857142857,7.0,0
SPY May 24 '24 $524 Call,2024-05-13,2024-05-14,Loss,Short,-391.9999999999997,-0.16231884057971002,3.45,4.01,7.0,1
SPY May 17 '24 $523 Call,2024-05-07,2024-05-07,Loss,Short,-98.00000000000009,-0.06140350877192988,2.28,2.42,7.0,0
SPY May 17 '24 $523 Call,2024-05-10,2024-05-13,Loss,Short,-28.000000000000025,-0.01709401709401711,2.34,2.38,7.0,3
SPY May 17 '24 $524 Call,2024-05-07,2024-05-08,Win,Short,588.0000000000001,0.40776699029126223,2.06,1.22,7.0,1
SPY May 17 '24 $524 Call,2024-05-10,2024-05-10,Loss,Short,-83.99999999999991,-0.06593406593406587,1.82,1.94,7.0,0
SPY May 17 '24 $525 Call,2024-05-09,2024-05-10,Win,Short,84.00000000000007,0.07500000000000007,1.6,1.48,7.0,1
SPY May 17 '24 $520 Call,2024-05-06,2024-05-07,Loss,Short,-784.0000000000001,-0.462809917355372,2.42,3.54,7.0,1
SPY May 17 '24 $520 Call,2024-05-08,2024-05-09,Loss,Short,-923.9999999999999,-0.532258064516129,2.48,3.8,7.0,1
SPY May 17 '24 $518 Call,2024-05-06,2024-05-06,Win,Short,14.000000000000012,0.006172839506172845,3.24,3.22,7.0,0
SPY May 14 '24 $514 Call,2024-05-03,2024-05-06,Loss,Short,-784.0000000000001,-0.404332129963899,2.77,3.89,7.0,3
SPY May 10 '24 $512 Call,2024-05-02,2024-05-03,Loss,Short,-840.0000000000002,-0.6779661016949154,1.77,2.97,7.0,1
SPY May 10 '24 $514 Call,2024-05-02,2024-05-02,Loss,Short,0.0,0.0,1.23,1.23,7.0,0
SPY May 10 '24 $505 Call,2024-05-01,2024-05-02,Loss,Short,-1001.0000000000001,-0.42182890855457233,3.39,4.82,7.0,1
SPY May 10 '24 $502 Call,2024-05-01,2024-05-01,Loss,Short,-18.999999999999684,-0.0057228915662649645,4.742857142857143,4.77,7.0,0
SPY May 10 '24 $513 Call,2024-04-30,2024-05-01,Win,Short,1302.0000000000002,0.6348122866894199,2.93,1.07,7.0,1
SPY May 10 '24 $512.50 Call,2024-04-30,2024-04-30,Win,Short,112.0000000000001,0.048338368580060465,3.31,3.15,7.0,0
SPY May 03 '24 $515 Call,2024-04-26,2024-04-30,Win,Short,588.0000000000001,0.4221105527638192,1.99,1.15,7.0,4
SPY May 03 '24 $510 Call,2024-04-26,2024-04-26,Loss,Short,-950.9999999999997,-0.46847290640394074,2.9,4.258571428571428,7.0,0
SPY May 03 '24 $512 Call,2024-04-23,2024-04-25,Win,Short,790.9999999999999,0.46311475409836067,2.44,1.31,7.0,2
SPY May 03 '24 $512 Call,2024-04-26,2024-04-26,Win,Short,5.999999999999606,0.0026548672566369938,3.228571428571428,3.22,7.0,0
SPY May 03 '24 $508 Call,2024-04-25,2024-04-26,Loss,Short,-979.9999999999999,-0.5737704918032787,2.44,3.84,7.0,1
SPY May 03 '24 $506 Call,2024-04-22,2024-04-23,Loss,Short,-1610.0000000000002,-0.8424908424908426,2.73,5.03,7.0,1
SPY Apr 26 '24 $502 Call,2024-04-19,2024-04-22,Win,Short,384.9999999999999,0.19927536231884052,2.76,2.21,7.0,3
SPY Apr 26 '24 $508 Call,2024-04-17,2024-04-19,Win,Short,980.0000000000001,0.5809128630705395,2.41,1.01,7.0,2
SPY Apr 26 '24 $510 Call,2024-04-16,2024-04-17,Win,Short,1309.0,0.5081521739130435,3.68,1.81,7.0,1
SPY Apr 19 '24 $508 Call,2024-04-15,2024-04-16,Win,Short,356.99999999999983,0.1728813559322033,2.95,2.4400000000000004,7.0,1
SPY Apr 19 '24 $516 Call,2024-04-12,2024-04-15,Win,Short,1053.9999999999998,0.2981612446958981,2.525,1.7721428571428572,14.0,3
SPY Apr 19 '24 $520 Call,2024-04-09,2024-04-09,Loss,Short,-279.99999999999994,-0.11695906432748536,3.42,3.82,7.0,0
SPY Apr 19 '24 $520 Call,2024-04-10,2024-04-11,Loss,Short,-448.00000000000006,-0.256,2.5,3.14,7.0,1
SPY Apr 19 '24 $520 Call,2024-04-15,2024-04-15,Win,Short,150.00000000000009,0.1694915254237289,1.2642857142857145,1.05,7.0,0
SPY Apr 19 '24 $522 Call,2024-04-09,2024-04-09,Loss,Short,-783.9999999999998,-0.386206896551724,2.9,4.02,7.0,0
SPY Apr 19 '24 $522 Call,2024-04-11,2024-04-12,Win,Short,952.0,0.6044444444444445,2.25,0.89,7.0,1
SPY Apr 19 '24 $525 Call,2024-04-09,2024-04-10,Win,Short,1134.0,0.6206896551724138,2.61,0.99,7.0,1
SPY Apr 12 '24 $525 Call,2024-04-03,2024-04-04,Win,Short,700.0000000000003,0.4098360655737706,2.4400000000000004,1.44,7.0,1
SPY Apr 12 '24 $525 Call,2024-04-05,2024-04-09,Win,Short,784.0000000000001,0.6588235294117648,1.7,0.58,7.0,4
SPY Apr 12 '24 $522 Call,2024-04-05,2024-04-05,Loss,Short,-483.0,-0.31651376146788984,2.18,2.87,7.0,0
SPY Apr 12 '24 $519 Call,2024-04-04,2024-04-05,Loss,Short,-519.0000000000001,-0.26683804627249363,2.7785714285714285,3.52,7.0,1
SPY Apr 15 '24 $522 Call,2024-04-04,2024-04-04,Win,Short,498.00000000000006,0.2634920634920635,2.7,1.9885714285714287,7.0,0
SPY Apr 12 '24 $523 Call,2024-04-02,2024-04-03,Loss,Short,-678.9999999999998,-0.4145299145299144,2.34,3.3099999999999996,7.0,1
SPY Apr 05 '24 $526 Call,2024-03-26,2024-03-27,Loss,Short,-419.99999999999994,-0.39735099337748336,1.51,2.11,7.0,1
SPY Apr 05 '24 $526 Call,2024-04-01,2024-04-02,Win,Short,504.0,0.6792452830188679,1.06,0.34,7.0,1
SPY Apr 05 '24 $529 Call,2024-03-28,2024-04-01,Win,Short,399.0,0.57,1.0,0.43,7.0,4
SPY Apr 05 '24 $530 Call,2024-03-27,2024-03-28,Win,Short,27.999999999999947,0.04878048780487797,0.82,0.78,7.0,1
SPY Mar 28 '24 $525 Call,2024-03-20,2024-03-21,Loss,Short,-630.0000000000001,-0.5263157894736843,1.7099999999999997,2.61,7.0,1
SPY Mar 28 '24 $525 Call,2024-03-22,2024-03-26,Win,Short,587.9999999999999,0.743362831858407,1.13,0.29,7.0,4
SPY Mar 28 '24 $528 Call,2024-03-21,2024-03-22,Win,Short,658.0,0.6714285714285715,1.4,0.46,7.0,1
SPY Mar 21 '25 $470 Call,2024-03-07,2024-03-21,Win,Long,5753.999999999999,0.10802996451570507,76.09,84.31,7.0,14
SPY Mar 22 '24 $520 Call,2024-03-12,2024-03-15,Win,Short,986.9999999999998,0.6130434782608695,2.3,0.89,7.0,3
SPY Mar 22 '24 $520 Call,2024-03-19,2024-03-20,Loss,Short,-945.0000000000001,-1.194690265486726,1.13,2.48,7.0,1
SPY Mar 22 '24 $518 Call,2024-03-18,2024-03-19,Win,Short,7.000000000000006,0.005494505494505499,1.82,1.81,7.0,1
SPY Mar 22 '24 $515 Call,2024-03-11,2024-03-12,Loss,Short,-1273.9999999999998,-0.6666666666666665,2.73,4.55,7.0,1
SPY Mar 22 '24 $515 Call,2024-03-15,2024-03-18,Loss,Short,-595.0000000000001,-0.3728070175438597,2.28,3.13,7.0,3
SPY Mar 22 '24 $523 Call,2024-03-15,2024-03-15,Loss,Short,-97.99999999999997,-0.31818181818181807,0.44,0.58,7.0,0
SPY Mar 18 '24 $517 Call,2024-03-08,2024-03-11,Win,Short,734.9999999999999,0.4838709677419354,2.17,1.12,7.0,3
SPY Mar 18 '24 $525 Call,2024-03-08,2024-03-08,Win,Short,546.0,0.624,1.25,0.47,7.0,0
SPY Mar 18 '24 $520 Call,2024-03-07,2024-03-08,Loss,Short,-749.0,-0.5815217391304348,1.84,2.91,7.0,1
SPY Jan 17 '25 $465 Call,2024-02-23,2024-03-07,Win,Long,2142.000000000002,0.042677824267782466,71.7,74.76,7.0,13
SPY Mar 15 '24 $517 Call,2024-03-06,2024-03-07,Loss,Short,-895.9999999999999,-0.8311688311688311,1.54,2.82,7.0,1
SPY Mar 15 '24 $515 Call,2024-03-05,2024-03-06,Loss,Short,-700.0,-0.8403361344537815,1.19,2.19,7.0,1
SPY Mar 15 '24 $513 Call,2024-03-05,2024-03-05,Win,Short,412.9999999999999,0.2587719298245613,2.28,1.69,7.0,0
SPY Mar 15 '24 $520 Call,2024-03-04,2024-03-05,Win,Short,833.0,0.6574585635359116,1.81,0.62,7.0,1
SPY Mar 08 '24 $516 Call,2024-03-01,2024-03-04,Loss,Short,-132.99999999999997,-0.11046511627906974,1.72,1.91,7.0,3
SPY Mar 08 '24 $512 Call,2024-02-29,2024-03-01,Loss,Short,-1190.0000000000002,-0.8673469387755104,1.96,3.66,7.0,1
SPY Mar 08 '24 $510 Call,2024-02-27,2024-02-29,Loss,Short,-342.99999999999983,-0.21030042918454922,2.33,2.82,7.0,2
SPY Mar 01 '24 $512 Call,2024-02-23,2024-02-27,Win,Short,931.0,0.764367816091954,1.74,0.41,7.0,4
SPY Mar 01 '24 $515 Call,2024-02-23,2024-02-23,Win,Short,370.99999999999994,0.37062937062937057,1.43,0.9,7.0,0
SPY Jan 17 '25 $460 Call,2024-02-22,2024-02-23,Win,Long,2786.9999999999964,0.05550687114120686,71.72857142857143,75.71,7.0,1
SPY Mar 01 '24 $511 Call,2024-02-22,2024-02-23,Loss,Short,-538.9999999999997,-0.3437499999999997,2.24,3.01,7.0,1
SPY Mar 01 '24 $509 Call,2024-02-22,2024-02-22,Loss,Short,-662.0,-0.43696369636963706,2.164285714285714,3.11,7.0,0
SPY Jan 17 '25 $455 Call,2024-02-07,2024-02-22,Win,Long,4224.000000000001,0.08656802065827769,69.70571428571428,75.74,7.0,15
SPY Feb 26 '24 $500 Call,2024-02-21,2024-02-22,Loss,Short,-3160.0,-2.6245847176079735,1.72,6.234285714285714,7.0,1
SPY Feb 26 '24 $499 Call,2024-02-20,2024-02-21,Win,Short,35.000000000000185,0.02293577981651388,2.18,2.13,7.0,1
SPY Feb 23 '24 $501 Call,2024-02-16,2024-02-20,Win,Short,930.9999999999999,0.5298804780876494,2.51,1.18,7.0,4
SPY Feb 23 '24 $503 Call,2024-02-15,2024-02-15,Loss,Short,-595.0000000000001,-0.41463414634146356,2.05,2.9,7.0,0
SPY Feb 23 '24 $503 Call,2024-02-16,2024-02-16,Win,Short,595.0000000000001,0.3373015873015874,2.52,1.67,7.0,0
SPY Feb 23 '24 $505 Call,2024-02-15,2024-02-16,Win,Short,245.00000000000006,0.1732673267326733,2.02,1.67,7.0,1
SPY Feb 20 '24 $500 Call,2024-02-14,2024-02-15,Loss,Short,-105.0000000000001,-0.07537688442211063,1.99,2.14,7.0,1
